"brand","model","model_year","fuel_type","transmission","ext_col","int_col","accident","clean_title","Horsepower","Engine_Size","Cylinders","Mileage","Price"
"Toyota","4Runner SR5",2016,"Gasoline","5-Speed A/T","Black","Black","None reported","Yes",270,4,6,101900,29000
"Cadillac","Escalade ESV Luxury",2015,"Gasoline","6-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",420,6.2,8,159500,18800
"Subaru","Legacy 2.5i Premium",2015,"Gasoline","CVT Transmission","Silver","Beige","At least 1 accident or damage reported","Yes",175,2.5,4,68860,15000
"Tesla","Model 3 Long Range",2018,"","1-Speed A/T","Red","Black","At least 1 accident or damage reported","Yes",271,3.71083587046776,6,43000,30499
"Ford","Expedition EL XLT",2017,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",365,3.5,6,182000,16500
"Tesla","Model Y Long Range",2022,"","A/T","White","White","None reported","Yes",425,3.71083587046776,6,21404,49500
"Ford","Expedition EL Limited",2017,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",365,3.5,6,81000,27000
"Chevrolet","Silverado 1500 LTZ",2021,"Gasoline","8-Speed Automatic","Satin Steel Metallic","Gideon","None reported","No",332.283838699594,5.3,6,62257,42590
"BMW","X5 xDrive40e",2016,"Hybrid","Automatic","Alpine White","Black","None reported","No",332.283838699594,3.71083587046776,6,91798,22998
"BMW","335 is",2011,"Gasoline","7-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",320,3,6,82000,20000
"Ford","F-150 XLT",2012,"Gasoline","6-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",365,3.5,6,207100,15000
"Land","Rover Range Rover Sport P400 SE Dynamic",2023,"Hybrid","8-Speed A/T","Blue","Black","None reported","Yes",395,3,6,450,124000
"Porsche","Panamera Edition",2016,"Gasoline","A/T","Blue","Beige","At least 1 accident or damage reported","Yes",310,3.6,6,77945,30000
"Kia","Sorento Plug-In Hybrid SX",2022,"Hybrid","6-Speed Automatic","Aurora Black","Gray","None reported","No",332.283838699594,1.6,6,15583,40599
"BMW","M240 i",2017,"Gasoline","8-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",335,3,6,37100,26125
"Maserati","Quattroporte Base",2006,"Gasoline","Transmission w/Dual Shift Mode","Blue","Beige","At least 1 accident or damage reported","Yes",394,4.2,8,51000,18000
"Ford","F-150 XLT",2017,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",325,2.7,6,94000,26000
"Land","Rover Discovery S",2003,"Gasoline","A/T","White","Beige","At least 1 accident or damage reported","Yes",217,4.6,8,121886,6000
"Ford","F-250 XLT Crew Cab Super Duty",2008,"Gasoline","5-Speed A/T","Green","Gray","At least 1 accident or damage reported","Yes",300,5.4,8,157500,15000
"Ford","Taurus SHO",2014,"Gasoline","A/T","Silver","Black","At least 1 accident or damage reported","Yes",365,3.5,6,138415,15500
"Land","Rover Range Rover Sport HSE",2012,"Gasoline","A/T","Silver","Black","None reported","Yes",375,5,8,110000,10200
"Cadillac","Escalade Sport",2023,"Diesel","10-Speed Automatic with Overdrive","Black Raven","Jet Black","None reported","No",332.283838699594,3,6,8532,109900
"GMC","Sierra 1500 SLT",2021,"Gasoline","A/T","White","Black","At least 1 accident or damage reported","Yes",355,5.3,8,12941,51500
"BMW","335 i xDrive",2009,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",300,3,6,69764,19500
"Porsche","911 Carrera 4S",2003,"Gasoline","6-Speed M/T","Silver","Black","","No",315,3.6,6,90000,24000
"Audi","Q5 S line Premium",2022,"Hybrid","Automatic","Florett Silver","Black","None reported","No",332.283838699594,3.71083587046776,6,8193,42598
"Lexus","RX 350 F Sport Performance",2020,"Gasoline","8-Speed Automatic","Caviar","Black","None reported","No",332.283838699594,3.5,6,43277,43599
"Audi","S4 3.0T Premium Plus",2018,"Gasoline","8-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",354,3,6,26500,38000
"Chevrolet","Silverado 1500 LT",2019,"Gasoline","Automatic","Cajun Red Tintcoat","Jet Black","","No",332.283838699594,2.7,6,36021,35670
"Chevrolet","Colorado Z71",2019,"Gasoline","Automatic","Shadow Gray Metallic","Jet Black","None reported","No",332.283838699594,3.6,6,25462,36139
"Audi","A5 2.0T Prestige",2018,"Gasoline","7-Speed A/T","White","Black","None reported","Yes",252,2,4,35850,33000
"Mazda","Mazda3 s Sport",2008,"Gasoline","5-Speed M/T","Red","Black","None reported","Yes",156,2.3,4,77700,6300
"Jaguar","E-PACE 300 Sport",2021,"Hybrid","9-Speed A/T","Black","Black","None reported","Yes",296,2,4,23600,42999
"Ferrari","GTC4Lusso T",2019,"Gasoline","7-Speed DCT Automatic","Nero Daytona","Unknown","None reported","Yes",332.283838699594,3.9,6,8870,215000
"Toyota","Celica GT",2001,"Gasoline","5-Speed M/T","Blue","Gray","None reported","Yes",140,1.8,4,122000,7800
"Ford","Excursion Limited 4WD",2003,"Diesel","A/T","Black","Beige","At least 1 accident or damage reported","Yes",325,6,8,245000,17999
"Porsche","718 Spyder Base",2022,"Gasoline","6-Speed M/T","White","Black","None reported","Yes",414,4,6,4700,134000
"Subaru","WRX STI Base",2016,"Gasoline","M/T","Gray","Black","None reported","Yes",305,2.5,4,84100,34000
"Audi","A6 45 Premium Plus",2021,"Hybrid","A/T","Black","Black","None reported","Yes",248,2,4,33000,40000
"Tesla","Model S P100D",2018,"","1-Speed Automatic","Red Multi","White","None reported","No",332.283838699594,3.71083587046776,6,10065,59999
"Mercedes-Benz","AMG GT R",2018,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",577,4,8,3811,148500
"Acura","RDX PMC Edition",2021,"Gasoline","2","Majestic Black Pearl","Ebony","None reported","No",332.283838699594,3.71083587046776,6,44457,40598
"Audi","S4 3.0T Premium Plus",2013,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",333,3,6,139355,20900
"Lotus","Evora Base",2010,"Gasoline","6-Speed M/T","Black","White","None reported","Yes",276,3.5,6,9100,55000
"Mercedes-Benz","S-Class S 560 4MATIC",2019,"Gasoline","9-Speed A/T","Silver","Brown","None reported","Yes",463,4,8,10500,77900
"Chevrolet","Silverado 1500 RST",2023,"Gasoline","10-Speed Automatic","Dark Ash Metallic","Black","None reported","No",332.283838699594,5.3,6,5006,59590
"Hyundai","Genesis Coupe 2.0T R-Spec",2013,"Gasoline","6-Speed M/T","White","Red","","No",260,2,4,55000,18000
"BMW","M3 Competition",2021,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",503,3,6,33500,71000
"BMW","435 i",2014,"Gasoline","A/T","White","Black","None reported","Yes",300,3,6,126500,15000
"Land","Rover Range Rover Evoque HSE Dynamic",2016,"Gasoline","9-Speed A/T","Red","Red","None reported","Yes",240,2,4,79000,24000
"Porsche","911 Targa 4 GTS",2018,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",450,3,6,19000,145000
"RAM","3500 Tradesman",2021,"Diesel","6-Speed A/T","Blue","Gray","None reported","Yes",400,6.7,6,57000,52000
"BMW","X5 xDrive40i",2020,"Gasoline","Automatic","White","Black","None reported","No",332.283838699594,3.71083587046776,6,4880,57998
"Acura","NSX Base",2018,"Hybrid","9-Speed Automatic with Auto-Shift","White","Ebony","None reported","No",332.283838699594,3.5,6,6523,143900
"Mercedes-Benz","SL-Class SL500 Roadster",2005,"Gasoline","7-Speed A/T","White","Beige","None reported","Yes",302,5,8,127000,14000
"Lexus","SC 430 Base",2002,"Gasoline","A/T","Black","Black","None reported","Yes",300,4.3,8,89500,15999
"Chevrolet","Silverado 1500 Base",2000,"Gasoline","A/T","White","Gray","None reported","Yes",200,4.3,6,97000,27500
"Buick","Enclave Avenir",2021,"Gasoline","9-Speed Automatic","Rich Garnet Metallic","Chestnut","At least 1 accident or damage reported","Yes",332.283838699594,3.6,6,31181,42442
"Lexus","NX 300h Base",2020,"Hybrid","Automatic CVT","Gray","Black","At least 1 accident or damage reported","No",332.283838699594,2.5,6,16425,33200
"Lexus","RX 350 RX 350 F SPORT Handling",2022,"Gasoline","Automatic","Atomic Silver","Black","None reported","No",332.283838699594,3.71083587046776,6,11238,54798
"Chevrolet","Avalanche 1500 LS",2005,"E85 Flex Fuel","Transmission Overdrive Switch","Black","Gray","At least 1 accident or damage reported","Yes",295,5.3,8,97146,7999
"Mercedes-Benz","SL-Class SL400",2015,"Gasoline","Automatic","White","Tan","None reported","No",332.283838699594,3.71083587046776,6,36670,39998
"Chevrolet","Suburban Premier",2019,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",420,6.2,8,44800,52500
"Ford","Transit-350 Base",2015,"Gasoline","A/T","Black","Gray","At least 1 accident or damage reported","Yes",310,3.5,6,150000,17100
"INFINITI","QX60 Luxe",2020,"Gasoline","A/T","Blue","Beige","None reported","Yes",295,3.5,6,38400,32100
"Bentley","Continental GTC Base",2008,"Gasoline","6-Speed A/T","White","White","None reported","Yes",552,6,2,7960,81500
"Nissan","350Z Enthusiast",2007,"Gasoline","A/T","Silver","Black","At least 1 accident or damage reported","Yes",306,3.5,6,117000,9975
"Rivian","R1S Adventure Package",2023,"","A/T","White","Black","None reported","Yes",533,3.71083587046776,6,159,95500
"McLaren","570S Base",2017,"Gasoline","Transmission w/Dual Shift Mode","Orange","Black","None reported","Yes",562,3.8,8,30200,139000
"Nissan","Altima 2.5 SL",2012,"Gasoline","CVT Transmission","Silver","Black","None reported","Yes",175,2.5,4,91545,8999
"Land","Rover Range Rover 5.0L Supercharged",2015,"E85 Flex Fuel","A/T","Black","Unknown","At least 1 accident or damage reported","Yes",510,5,8,110000,26499
"BMW","X5 xDrive35i",2017,"Gasoline","8-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",300,3,6,105100,23300
"INFINITI","QX56 Base",2012,"Gasoline","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",400,5.6,8,110000,15600
"Ford","F-150 XLT",2019,"Gasoline","Automatic","Black","Medium Earth Gray","None reported","Yes",332.283838699594,3.5,6,81778,32769
"Lexus","RX 450h Base",2010,"Hybrid","A/T","Black","Beige","At least 1 accident or damage reported","Yes",245,3.5,6,168422,10900
"Maserati","Ghibli S Q4 GranSport",2018,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",424,3,6,80500,34900
"Volvo","XC90 T6 Momentum",2018,"Gasoline","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",316,2,4,81200,28825
"Lamborghini","Huracan EVO Base",2020,"Gasoline","7-Speed Automatic with Auto-Shift","Nero Noctis","Nero Ade","None reported","Yes",332.283838699594,5.2,6,6246,267950
"Jeep","Wrangler Unlimited Rubicon",2017,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",285,3.6,6,20172,47500
"Hummer","H2 Base",2005,"Gasoline","4-Speed A/T","Green","Black","None reported","Yes",325,6,8,145000,22500
"Ford","Flex Limited",2009,"Gasoline","6-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",262,3.5,6,162000,7500
"Porsche","718 Cayman GT4",2020,"Gasoline","6-Speed M/T","Blue","Black","None reported","Yes",414,4,6,13554,124995
"Toyota","Camry XLE",2007,"Gasoline","6-Speed A/T","Green","Gray","None reported","Yes",268,3.5,6,59700,9500
"Mercedes-Benz","A-Class A 220 4MATIC",2020,"Gasoline","7-Speed Automatic with Auto-Shift","Midnight Black","Black","None reported","No",332.283838699594,2,6,30930,28900
"BMW","335 i",2009,"Gasoline","6-Speed M/T","Gray","White","None reported","Yes",300,3,6,51983,19999
"Chevrolet","Camaro 2SS",2022,"Gasoline","6-Speed M/T","Blue","Black","None reported","Yes",455,6.2,8,22000,50000
"Volkswagen","ID.4 Pro S",2023,"","1-Speed A/T","Gray","Black","None reported","Yes",295,3.71083587046776,6,16800,45000
"Chevrolet","Silverado 2500 High Country",2022,"Diesel","A/T","Black","Black","At least 1 accident or damage reported","Yes",445,6.6,8,16000,73995
"Nissan","Altima 2.5 SV",2020,"Gasoline","Automatic CVT","Scarlet Ember","Gray","None reported","No",332.283838699594,2.5,6,22295,23599
"Bentley","Continental GT V8",2020,"Gasoline","A/T","Beige","Beige","None reported","Yes",542,4,8,33000,188500
"Toyota","Sequoia Platinum",2023,"Hybrid","10-Speed A/T","Black","Black","None reported","Yes",437,3.4,6,1025,85000
"Acura","TL Technology",2013,"Gasoline","6-Speed A/T","Gray","White","At least 1 accident or damage reported","Yes",305,3.7,6,89190,15499
"Toyota","Highlander Limited",2020,"Gasoline","8-Speed Automatic","Blue","Gray","None reported","Yes",332.283838699594,3.5,6,53550,39687
"Ford","Edge SEL",2021,"Gasoline","8-Speed Automatic","Silver","Ebony","None reported","Yes",332.283838699594,2,6,56946,26299
"Jaguar","F-TYPE R",2016,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",550,5,8,11684,54900
"GMC","Yukon XL Denali",2018,"Gasoline","A/T","White","Gray","None reported","Yes",420,6.2,8,45617,51000
"Chevrolet","Suburban LT",2018,"Gasoline","6-Speed A/T","Gray","Black","None reported","Yes",355,5.3,8,75466,34500
"Maserati","Levante GTS",2021,"Gasoline","8-Speed Automatic","Black","Red / Black","At least 1 accident or damage reported","Yes",332.283838699594,3.8,6,19513,84645
"Subaru","Outback Limited",2021,"Gasoline","Automatic CVT","Crystal Black Silica","Black","None reported","No",332.283838699594,2.5,6,15636,33531
"Mercedes-Benz","S-Class S 450",2018,"Gasoline","9-Speed A/T","Black","Black","None reported","Yes",362,3,6,69600,40888
"Mercedes-Benz","GL-Class GL 450",2011,"Gasoline","A/T","White","Beige","None reported","Yes",335,4.7,8,138050,16500
"Ford","F-250 Lariat",2017,"E85 Flex Fuel","A/T","Gray","Black","None reported","Yes",385,6.2,8,132269,35900
"Hyundai","Palisade Limited",2020,"Gasoline","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",291,3.8,6,45815,37700
"Ford","F-150 XLT",2021,"Gasoline","10-Speed Automatic","Gray","Black","None reported","Yes",332.283838699594,3.5,6,25352,48459
"Mercedes-Benz","R-Class R 350 4MATIC",2008,"Gasoline","7-Speed A/T","Silver","Black","None reported","Yes",268,3.5,6,120000,8995
"Chevrolet","Camaro 2SS",2018,"Gasoline","6-Speed M/T","Gray","Black","At least 1 accident or damage reported","Yes",455,6.2,8,75151,45000
"Jeep","Wrangler Sport",2016,"Gasoline","6-Speed M/T","Red","Black","None reported","Yes",285,3.6,6,74139,23000
"BMW","550 i xDrive",2012,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",400,4.4,8,68500,17800
"Lexus","GX 460 Luxury",2020,"Gasoline","6-Speed Automatic","White","Unknown","","No",332.283838699594,4.6,6,37366,51890
"Tesla","Model S Long Range",2021,"","1-Speed A/T","White","Black","None reported","Yes",670,3.71083587046776,6,35315,66900
"Volkswagen","Jetta 1.4T SE",2017,"Gasoline","A/T","White","Black","None reported","Yes",150,1.4,4,61000,15995
"Jeep","Grand Cherokee Limited",2022,"Gasoline","8-Speed Automatic","Bright White Clearcoat","Global Black","None reported","No",332.283838699594,3.6,6,12050,41599
"Jaguar","XK8 Base",2001,"Gasoline","5-Speed A/T","Green","White","At least 1 accident or damage reported","Yes",290,4,8,150000,9875
"Porsche","Macan S",2016,"Gasoline","Transmission w/Dual Shift Mode","Gray","Gray","At least 1 accident or damage reported","Yes",340,3,6,46200,41500
"Mercedes-Benz","E-Class E 350",2014,"Gasoline","A/T","Silver","Black","None reported","Yes",302,3.5,6,88000,15500
"Mercedes-Benz","GL-Class GL 450 4MATIC",2015,"Gasoline","7-Speed A/T","Silver","Black","None reported","Yes",362,3,6,47000,30089
"Land","Rover Range Rover 3.0L Supercharged HSE",2017,"Gasoline","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",380,3,6,50340,47000
"Mercedes-Benz","E-Class E 350 4MATIC",2010,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",268,3.5,6,67800,13999
"Dodge","Dakota Sport",2002,"Gasoline","5-Speed M/T","Black","Gray","At least 1 accident or damage reported","Yes",175,3.9,6,150000,5500
"Chevrolet","Camaro ZL1",2018,"Gasoline","6-Speed M/T","Black","Black","At least 1 accident or damage reported","Yes",650,6.2,8,13500,54000
"Hummer","H3 Base",2007,"Gasoline","A/T","White","Black","None reported","Yes",242,3.7,5,101750,12900
"Honda","Odyssey EX-L",2022,"Gasoline","10-Speed A/T","Red","Beige","None reported","Yes",280,3.5,6,18385,37950
"Nissan","350Z Touring",2008,"Gasoline","5-Speed A/T","Gray","Beige","At least 1 accident or damage reported","Yes",306,3.5,6,123500,13500
"GMC","Savana 2500 Work Van",2017,"E85 Flex Fuel","6-Speed A/T","Silver","Silver","None reported","Yes",342,6,8,117000,38000
"Mercedes-Benz","E-Class E 350 4MATIC",2010,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",268,3.5,6,86121,13600
"Lexus","GX 460 Premium",2020,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",301,4.6,8,22466,45900
"Nissan","Titan XD SV",2017,"Gasoline","7-Speed A/T","Silver","Black","None reported","Yes",390,5.6,8,80000,23800
"Chrysler","300 Touring",2020,"Gasoline","8-Speed A/T","White","White","None reported","Yes",292,3.6,6,23152,28250
"Dodge","Charger R/T",2006,"Gasoline","5-Speed A/T","Yellow","Unknown","None reported","Yes",350,5.7,8,91300,9200
"Nissan","Pathfinder SL",2020,"Gasoline","CVT Transmission","Black","Black","None reported","Yes",284,3.5,6,45000,28999
"Rivian","R1S Launch Edition",2023,"","1-Speed A/T","Green","White","None reported","Yes",835,3.71083587046776,6,1885,93500
"Ford","Explorer Platinum",2018,"Gasoline","6-Speed Automatic","Gray","Ebony Black","At least 1 accident or damage reported","Yes",332.283838699594,3.5,6,73049,30510
"Nissan","Titan SV",2021,"Gasoline","9-Speed A/T","Black","Black","None reported","Yes",400,5.6,8,7250,38000
"Jaguar","E-PACE S",2019,"Gasoline","A/T","Black","Black","None reported","Yes",246,2,4,44000,29000
"Ford","F-150 FX4",2014,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",411,6.2,8,85500,26900
"GMC","Acadia Denali",2021,"Gasoline","9-Speed Automatic","Ebony Twilight Metallic","Jet Black","None reported","Yes",332.283838699594,3.6,6,18083,43999
"Lamborghini","Murcielago Base",2005,"Gasoline","M/T","Black","Black","None reported","Yes",571,6.2,2,22703,220000
"Chevrolet","Camaro 1LT",2011,"Gasoline","A/T","Blue","Black","None reported","Yes",312,3.6,6,111000,10900
"GMC","Acadia SLT-2",2013,"Gasoline","6-Speed A/T","White","Brown","None reported","Yes",288,3.6,6,115000,14000
"Chevrolet","Malibu Premier",2021,"Gasoline","A/T","White","Black","None reported","Yes",250,2,4,33400,28000
"Toyota","Sequoia SR5",2007,"Gasoline","A/T","Black","Beige","None reported","Yes",273,4.7,8,136000,12500
"Lexus","IS 350 F Sport",2021,"Gasoline","8-Speed A/T","Black","Red","None reported","Yes",311,3.5,6,26800,44000
"Tesla","Model Y Performance",2022,"","A/T","White","White","None reported","Yes",455,3.71083587046776,6,30000,51999
"Dodge","Challenger SRT8",2008,"Gasoline","A/T","Silver","Black","None reported","Yes",425,6.1,8,251634,10500
"Chrysler","300 Touring",2005,"Gasoline","A/T","Blue","Beige","None reported","Yes",250,3.5,6,119000,3500
"Cadillac","Escalade Sport Platinum",2021,"Gasoline","10-Speed Automatic","Black Raven","Jet Black","None reported","No",332.283838699594,6.2,6,28121,89000
"Chrysler","Town & Country Touring",2009,"Gasoline","A/T","Blue","Gray","None reported","Yes",197,3.8,6,111000,7900
"Mazda","CX-5 Touring",2016,"Gasoline","6-Speed Automatic","Blue Reflex Mica","Black","None reported","Yes",332.283838699594,2.5,6,116500,14311
"Acura","TL 3.2",2005,"Gasoline","A/T","Black","Gray","None reported","Yes",270,3.2,6,199296,4900
"Chevrolet","Corvette Z06 w/2LZ",2023,"Gasoline","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",670,5.5,8,202,179000
"Tesla","Model Y Performance",2021,"","1-Speed A/T","White","Black","None reported","Yes",455,3.71083587046776,6,11200,47500
"Volvo","XC40 T5 Momentum",2020,"Gasoline","8-Speed Automatic","White","Charcoal","None reported","No",332.283838699594,2,6,56536,26599
"Chevrolet","Camaro 2SS",2016,"Gasoline","8-Speed A/T","Blue","Black","None reported","Yes",455,6.2,8,49600,32500
"Acura","TLX Type S PMC Edition",2023,"Gasoline","10-Speed A/T","Blue","White","None reported","Yes",355,3,6,13600,65000
"Volkswagen","Eos 2.0T",2007,"Gasoline","6-Speed A/T","Blue","White","None reported","Yes",200,2,4,59700,10000
"Dodge","Charger R/T Scat Pack",2018,"Gasoline","Transmission w/Dual Shift Mode","Purple","Gray","None reported","Yes",485,6.4,8,19000,44888
"Chevrolet","Corvette Z06",2002,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",405,5.7,8,17300,33999
"Mercedes-Benz","CLA-Class CLA 250",2014,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",208,2,4,91140,13500
"BMW","M5 Base",2015,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",560,4.4,8,33000,65000
"Jeep","Wrangler Unlimited Sport",2019,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",285,3.6,6,52775,39799
"Mitsubishi","Lancer Sportback ES",2011,"Gasoline","5-Speed M/T","White","Black","None reported","Yes",148,2,4,113000,5800
"Porsche","Macan Base",2022,"Gasoline","A/T","Black","Beige","None reported","Yes",261,2,4,13000,60000
"Mercedes-Benz","CLK-Class CLK 350",2009,"Gasoline","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",268,3.5,6,77925,16500
"Mazda","Mazda3 Grand Touring",2018,"Gasoline","6-Speed Automatic","Snowflake White Pearl Metallic","Parchment","At least 1 accident or damage reported","No",332.283838699594,2.5,6,15175,19212
"Audi","A3 2.0T Premium",2017,"Gasoline","7-Speed A/T","White","Gray","None reported","Yes",186,2,4,137000,10995
"BMW","528 i",2015,"Gasoline","8-Speed A/T","Gray","Unknown","At least 1 accident or damage reported","Yes",240,2,4,111000,15000
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",2019,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",380,3,6,49208,62425
"Audi","S5 3.0T Prestige",2018,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",354,3,6,44000,39000
"Porsche","718 Boxster Base",2017,"Gasoline","A/T","Gray","Black","None reported","Yes",300,2,4,26000,45500
"Chevrolet","Corvette Stingray w/2LT",2020,"Gasoline","8-Speed A/T","Blue","Black","None reported","Yes",490,6.2,8,1800,76000
"Lamborghini","Urus Pearl Capsule",2021,"Gasoline","Automatic","Grigio Nimbus","Bianco Polar","None reported","No",332.283838699594,3.71083587046776,6,3771,259991
"Maserati","Quattroporte S",2012,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",425,4.7,8,50000,26497
"Subaru","Impreza 2.0i",2018,"Gasoline","CVT Transmission","Silver","Black","At least 1 accident or damage reported","Yes",152,2,4,93000,16000
"Mercedes-Benz","AMG GT C",2020,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",550,4,8,15000,129000
"Mazda","Mazda6 i Touring",2016,"Gasoline","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",184,2.5,4,119500,15000
"Porsche","Macan S",2016,"Gasoline","7-Speed A/T","Blue","Red","None reported","Yes",340,3,6,50000,36000
"Porsche","Panamera 4",2011,"Gasoline","A/T","Gray","Beige","","No",300,3.6,6,85000,21500
"Genesis","G70 3.3T Advanced",2019,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",365,3.3,6,48000,29999
"Jeep","Wrangler Sport",2021,"Gasoline","Automatic","Granite Crystal Metallic Clearcoat","Black","At least 1 accident or damage reported","No",332.283838699594,3.71083587046776,6,11756,33400
"Audi","Q5 2.0T Premium Plus",2018,"Gasoline","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",252,2,4,50400,28500
"BMW","335 i xDrive",2012,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",300,3,6,153600,17500
"Land","Rover Range Rover P530 SE",2023,"Gasoline","Automatic","Eiger Grey","Deep Garnet","None reported","Yes",332.283838699594,4.4,6,1869,164725
"Dodge","Durango SRT 392",2022,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",475,6.4,8,31917,64683
"BMW","M3 Base",2016,"Gasoline","6-Speed M/T","Orange","Orange","None reported","Yes",425,3,6,56235,50500
"Ford","Fiesta ST",2019,"Gasoline","6-Speed M/T","Gray","Black","At least 1 accident or damage reported","Yes",197,1.6,4,28724,18300
"Lincoln","MKS Base",2015,"Gasoline","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",305,3.7,6,124400,9500
"Chevrolet","Tahoe Premier",2020,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",355,5.3,8,137000,46000
"Ferrari","F430 Berlinetta",2005,"Gasoline","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",483,4.3,8,38686,99999
"Ford","F-250 Platinum",2022,"Gasoline","10-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",430,7.3,8,6600,72900
"Mercedes-Benz","SLK-Class SLK280 Roadster",2007,"Gasoline","A/T","Silver","Black","None reported","Yes",228,3,6,67200,11500
"Porsche","Macan",2021,"Gasoline","Automatic","White","Beige","None reported","No",332.283838699594,3.71083587046776,6,16554,51698
"BMW","X5 PHEV xDrive45e",2023,"Plug-In Hybrid","8-Speed A/T","Blue","Brown","None reported","Yes",389,3,6,15736,67900
"Mercedes-Benz","E-Class E500",2005,"Gasoline","A/T","Gold","Gold","At least 1 accident or damage reported","Yes",302,5,8,153460,5800
"Acura","TL 3.7",2012,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",305,3.7,6,70000,15051
"Hyundai","Equus Signature",2011,"Gasoline","6-Speed A/T","Gray","Brown","None reported","Yes",378,4.6,8,143898,9950
"Mercedes-Benz","SL-Class SL500 Roadster",2003,"Gasoline","A/T","Gold","Beige","None reported","Yes",302,5,8,26190,22000
"Toyota","Land Cruiser Base",2000,"Gasoline","A/T","Black","Beige","None reported","Yes",230,4.7,8,209193,15900
"RAM","2500 Big Horn",2018,"Gasoline","6-Speed Automatic","Granite Crystal Clearcoat Metallic","Diesel Gray / Black","None reported","Yes",332.283838699594,6.4,6,27839,41688
"Chevrolet","Silverado 2500 WT",2018,"E85 Flex Fuel","6-Speed Automatic","Summit White","Dark Ash","","No",332.283838699594,6,6,141195,28499
"Porsche","Macan S",2022,"Gasoline","7-Speed A/T","White","Beige","None reported","Yes",375,2.9,6,20250,68500
"Jeep","Grand Cherokee L Limited",2022,"Gasoline","8-Speed Automatic","Velvet Red Pearlcoat","Global Black","None reported","No",332.283838699594,3.6,6,18333,41599
"Mercedes-Benz","E-Class E 350",2014,"Gasoline","7-Speed A/T","Red","Beige","None reported","Yes",302,3.5,6,35000,29998
"Dodge","Magnum Base",2006,"Gasoline","A/T","Silver","Gray","None reported","Yes",250,3.5,6,133255,4000
"Porsche","Macan Turbo",2021,"Gasoline","Automatic","Black","Unknown","None reported","No",332.283838699594,3.71083587046776,6,14526,79998
"Mercedes-Benz","E-Class E 550",2014,"Gasoline","A/T","Black","Black","None reported","Yes",402,4.7,8,43690,23500
"Porsche","Macan S",2020,"Gasoline","Automatic","White","Red","None reported","No",332.283838699594,3.71083587046776,6,29136,58598
"Cadillac","XT5 Luxury",2017,"Gasoline","8-Speed Automatic","Stellar Black Metallic","Shara Beige","None reported","No",332.283838699594,3.6,6,72060,24590
"Toyota","Tundra Platinum",2023,"Gasoline","A/T","Silver","Black","None reported","Yes",389,3.4,6,8800,68500
